"KRAJ","ORP","STRANA","ZKRATKA","BLOK","HLASYABS","HLASYOBEC","HLASYPROC"
"Plzeňský","Tachov","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",257,7375,3.48
"Karlovarský","Aš","Občanská demokratická strana","ODS","opozice",101,3403,2.97
"Ústecký","Bílina","Občanská demokratická strana","ODS","opozice",308,3604,8.55
"Jihočeský","Blatná","Občanská demokratická strana","ODS","opozice",1556,3774,41.23
"Zlínský","Bystřice pod Hostýnem","Občanská demokratická strana","ODS","opozice",376,4089,9.2
"Jihočeský","České Budějovice","Občanská demokratická strana","ODS","opozice",27849,50390,55.27
"Jihočeský","Český Krumlov","Občanská demokratická strana","ODS","opozice",5073,10721,47.32
"Jihočeský","Dačice","Občanská demokratická strana","ODS","opozice",1908,5474,34.86
"Ústecký","Děčín","Občanská demokratická strana","ODS","opozice",1235,18150,6.8
"Zlínský","Holešov","Občanská demokratická strana","ODS","opozice",541,5722,9.45
"Olomoucký","Hranice","Občanská demokratická strana","ODS","opozice",524,8488,6.17
"Karlovarský","Cheb","Občanská demokratická strana","ODS","opozice",657,10053,6.54
"Ústecký","Chomutov","Občanská demokratická strana","ODS","opozice",1648,15030,10.96
"Olomoucký","Jeseník","Občanská demokratická strana","ODS","opozice",402,6981,5.76
"Jihočeský","Jindřichův Hradec","Občanská demokratická strana","ODS","opozice",5769,13241,43.57
"Ústecký","Kadaň","Občanská demokratická strana","ODS","opozice",1671,7861,21.26
"Jihočeský","Kaplice","Občanská demokratická strana","ODS","opozice",2324,4795,48.47
"Karlovarský","Karlovy Vary","Občanská demokratická strana","ODS","opozice",1354,21791,6.21
"Olomoucký","Konice","Občanská demokratická strana","ODS","opozice",160,3417,4.68
"Karlovarský","Kraslice","Občanská demokratická strana","ODS","opozice",97,3076,3.15
"Zlínský","Kroměříž","Občanská demokratická strana","ODS","opozice",1598,18367,8.7
"Olomoucký","Lipník nad Bečvou","Občanská demokratická strana","ODS","opozice",246,3769,6.53
"Ústecký","Litoměřice","Občanská demokratická strana","ODS","opozice",2196,14526,15.12
"Olomoucký","Litovel","Občanská demokratická strana","ODS","opozice",334,6126,5.45
"Ústecký","Litvínov","Občanská demokratická strana","ODS","opozice",538,7702,6.99
"Ústecký","Louny","Občanská demokratická strana","ODS","opozice",1226,10474,11.71
"Ústecký","Lovosice","Občanská demokratická strana","ODS","opozice",755,6873,10.99
"Zlínský","Luhačovice","Občanská demokratická strana","ODS","opozice",443,5303,8.35
"Karlovarský","Mariánské Lázně","Občanská demokratická strana","ODS","opozice",381,5492,6.94
"Jihočeský","Milevsko","Občanská demokratická strana","ODS","opozice",2363,5389,43.85
"Olomoucký","Mohelnice","Občanská demokratická strana","ODS","opozice",296,4563,6.49
"Ústecký","Most","Občanská demokratická strana","ODS","opozice",909,13966,6.51
"Olomoucký","Olomouc","Občanská demokratická strana","ODS","opozice",3875,42309,9.16
"Karlovarský","Ostrov","Občanská demokratická strana","ODS","opozice",515,6684,7.7
"Zlínský","Otrokovice","Občanská demokratická strana","ODS","opozice",787,8319,9.46
"Jihočeský","Písek","Občanská demokratická strana","ODS","opozice",6034,14460,41.73
"Ústecký","Podbořany","Občanská demokratická strana","ODS","opozice",434,3726,11.65
"Jihočeský","Prachatice","Občanská demokratická strana","ODS","opozice",4125,9004,45.81
"Olomoucký","Prostějov","Občanská demokratická strana","ODS","opozice",2504,23840,10.5
"Olomoucký","Přerov","Občanská demokratická strana","ODS","opozice",1452,19529,7.44
"Ústecký","Roudnice nad Labem","Občanská demokratická strana","ODS","opozice",1460,8195,17.82
"Zlínský","Rožnov pod Radhoštěm","Občanská demokratická strana","ODS","opozice",1020,8633,11.82
"Ústecký","Rumburk","Občanská demokratická strana","ODS","opozice",333,6887,4.84
"Jihočeský","Soběslav","Občanská demokratická strana","ODS","opozice",3337,6781,49.21
"Karlovarský","Sokolov","Občanská demokratická strana","ODS","opozice",887,16499,5.38
"Jihočeský","Strakonice","Občanská demokratická strana","ODS","opozice",4700,12114,38.8
"Olomoucký","Šternberk","Občanská demokratická strana","ODS","opozice",607,5686,10.68
"Olomoucký","Šumperk","Občanská demokratická strana","ODS","opozice",1416,16842,8.41
"Jihočeský","Tábor","Občanská demokratická strana","ODS","opozice",10056,23228,43.29
"Ústecký","Teplice","Občanská demokratická strana","ODS","opozice",3368,22582,14.91
"Jihočeský","Trhové Sviny","Občanská demokratická strana","ODS","opozice",3288,5939,55.36
"Jihočeský","Třeboň","Občanská demokratická strana","ODS","opozice",3464,6902,50.19
"Jihočeský","Týn nad Vltavou","Občanská demokratická strana","ODS","opozice",2173,4048,53.68
"Zlínský","Uherské Hradiště","Občanská demokratická strana","ODS","opozice",2302,24518,9.39
"Zlínský","Uherský Brod","Občanská demokratická strana","ODS","opozice",1455,13102,11.11
"Olomoucký","Uničov","Občanská demokratická strana","ODS","opozice",923,5424,17.02
"Ústecký","Ústí nad Labem","Občanská demokratická strana","ODS","opozice",2349,26876,8.74
"Zlínský","Valašské Klobouky","Občanská demokratická strana","ODS","opozice",317,5920,5.35
"Zlínský","Valašské Meziříčí","Občanská demokratická strana","ODS","opozice",1194,10761,11.1
"Ústecký","Varnsdorf","Občanská demokratická strana","ODS","opozice",348,4215,8.26
"Jihočeský","Vimperk","Občanská demokratická strana","ODS","opozice",1750,4368,40.06
"Zlínský","Vizovice","Občanská demokratická strana","ODS","opozice",477,4598,10.37
"Jihočeský","Vodňany","Občanská demokratická strana","ODS","opozice",1614,3279,49.22
"Zlínský","Vsetín","Občanská demokratická strana","ODS","opozice",1771,16315,10.86
"Olomoucký","Zábřeh","Občanská demokratická strana","ODS","opozice",754,9020,8.36
"Zlínský","Zlín","Občanská demokratická strana","ODS","opozice",4021,29612,13.58
"Ústecký","Žatec","Občanská demokratická strana","ODS","opozice",596,6267,9.51
"Pardubický","Česká Třebová","ODS a TOP 09","ODS+TOP 09","opozice",333,4933,6.75
"Pardubický","Hlinsko","ODS a TOP 09","ODS+TOP 09","opozice",426,6387,6.67
"Pardubický","Holice","ODS a TOP 09","ODS+TOP 09","opozice",463,4632,10
"Pardubický","Chrudim","ODS a TOP 09","ODS+TOP 09","opozice",2468,22307,11.06
"Pardubický","Králíky","ODS a TOP 09","ODS+TOP 09","opozice",135,2068,6.53
"Pardubický","Lanškroun","ODS a TOP 09","ODS+TOP 09","opozice",536,5834,9.19
"Pardubický","Litomyšl","ODS a TOP 09","ODS+TOP 09","opozice",899,8056,11.16
"Pardubický","Moravská Třebová","ODS a TOP 09","ODS+TOP 09","opozice",457,6258,7.3
"Pardubický","Pardubice","ODS a TOP 09","ODS+TOP 09","opozice",4936,32777,15.06
"Pardubický","Polička","ODS a TOP 09","ODS+TOP 09","opozice",925,5333,17.34
"Pardubický","Přelouč","ODS a TOP 09","ODS+TOP 09","opozice",560,6777,8.26
"Pardubický","Svitavy","ODS a TOP 09","ODS+TOP 09","opozice",615,7113,8.65
"Pardubický","Ústí nad Orlicí","ODS a TOP 09","ODS+TOP 09","opozice",640,7081,9.04
"Pardubický","Vysoké Mýto","ODS a TOP 09","ODS+TOP 09","opozice",1181,8868,13.32
"Pardubický","Žamberk","ODS a TOP 09","ODS+TOP 09","opozice",755,8999,8.39
"Plzeňský","Blovice","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",379,3514,10.79
"Plzeňský","Domažlice","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",1398,9747,14.34
"Plzeňský","Horažďovice","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",368,3124,11.78
"Plzeňský","Horšovský Týn","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",353,3348,10.54
"Plzeňský","Klatovy","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",2302,12494,18.42
"Plzeňský","Kralovice","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",779,6254,12.46
"Plzeňský","Nepomuk","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",308,3149,9.78
"Plzeňský","Nýřany","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",2397,13987,17.14
"Plzeňský","Plzeň","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",9112,46603,19.55
"Plzeňský","Přeštice","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",847,6063,13.97
"Plzeňský","Rokycany","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",1920,12664,15.16
"Plzeňský","Stod","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",865,5288,16.36
"Plzeňský","Stříbro","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",320,3881,8.25
"Plzeňský","Sušice","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",1033,6204,16.65
"Plzeňský","Tachov","ODS a TOP 09 - SPOLEČNĚ DO KRAJE","ODS+TOP 09","opozice",688,7375,9.33
"Vysočina","Bystřice nad Pernštejnem","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",819,5396,15.18
"Vysočina","Havlíčkův Brod","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",3758,14196,26.47
"Vysočina","Humpolec","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",1099,5011,21.93
"Vysočina","Chotěboř","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",1546,6388,24.2
"Vysočina","Jihlava","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",7558,28667,26.36
"Vysočina","Moravské Budějovice","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",1533,6498,23.59
"Vysočina","Náměšť nad Oslavou","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",444,3649,12.17
"Vysočina","Nové Město na Moravě","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",1378,5694,24.2
"Vysočina","Pacov","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",407,2895,14.06
"Vysočina","Pelhřimov","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",3015,13237,22.78
"Vysočina","Světlá nad Sázavou","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",870,5435,16.01
"Vysočina","Telč","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",894,4011,22.29
"Vysočina","Třebíč","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",3477,20732,16.77
"Vysočina","Velké Meziříčí","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",1757,10139,17.33
"Vysočina","Žďár nad Sázavou","Společně se Starosty pro občany","ODS+TOP 09+STO","opozice",2589,11552,22.41
"Karlovarský","Aš","Česká pirátská strana","Piráti","opozice",69,3403,2.03
"Středočeský","Benešov","Česká pirátská strana","Piráti","opozice",610,16452,3.71
"Středočeský","Beroun","Česká pirátská strana","Piráti","opozice",788,16332,4.82
"Ústecký","Bílina","Česká pirátská strana","Piráti","opozice",71,3604,1.97
"Moravskoslezský","Bílovec","Česká pirátská strana","Piráti","opozice",257,6541,3.93
"Jihomoravský","Blansko","Česká pirátská strana","Piráti","opozice",555,15996,3.47
"Jihočeský","Blatná","Česká pirátská strana","Piráti","opozice",85,3774,2.25
"Plzeňský","Blovice","Česká pirátská strana","Piráti","opozice",129,3514,3.67
"Moravskoslezský","Bohumín","Česká pirátská strana","Piráti","opozice",233,7426,3.14
"Jihomoravský","Boskovice","Česká pirátská strana","Piráti","opozice",345,14994,2.3
"Středočeský","Brandýs nad Labem-Stará Boleslav","Česká pirátská strana","Piráti","opozice",1436,28083,5.11
"Jihomoravský","Brno","Česká pirátská strana","Piráti","opozice",5325,103518,5.14
"Královéhradecký","Broumov","Česká pirátská strana","Piráti","opozice",134,3697,3.62
"Moravskoslezský","Bruntál","Česká pirátská strana","Piráti","opozice",138,8174,1.69
"Jihomoravský","Břeclav","Česká pirátská strana","Piráti","opozice",555,15174,3.66
"Jihomoravský","Bučovice","Česká pirátská strana","Piráti","opozice",90,4474,2.01
"Vysočina","Bystřice nad Pernštejnem","Česká pirátská strana","Piráti","opozice",203,5396,3.76
"Zlínský","Bystřice pod Hostýnem","Česká pirátská strana","Piráti","opozice",129,4089,3.15
"Středočeský","Čáslav","Česká pirátská strana","Piráti","opozice",160,6759,2.37
"Středočeský","Černošice","Česká pirátská strana","Piráti","opozice",2215,39906,5.55
"Liberecký","Česká Lípa","Česká pirátská strana","Piráti","opozice",443,16809,2.64
"Pardubický","Česká Třebová","Česká pirátská strana","Piráti","opozice",150,4933,3.04
"Jihočeský","České Budějovice","Česká pirátská strana","Piráti","opozice",1375,50390,2.73
"Středočeský","Český Brod","Česká pirátská strana","Piráti","opozice",234,4761,4.91
"Jihočeský","Český Krumlov","Česká pirátská strana","Piráti","opozice",208,10721,1.94
"Moravskoslezský","Český Těšín","Česká pirátská strana","Piráti","opozice",233,5560,4.19
"Jihočeský","Dačice","Česká pirátská strana","Piráti","opozice",90,5474,1.64
"Ústecký","Děčín","Česká pirátská strana","Piráti","opozice",386,18150,2.13
"Královéhradecký","Dobruška","Česká pirátská strana","Piráti","opozice",161,5861,2.75
"Středočeský","Dobříš","Česká pirátská strana","Piráti","opozice",277,6323,4.38
"Plzeňský","Domažlice","Česká pirátská strana","Piráti","opozice",637,9747,6.54
"Královéhradecký","Dvůr Králové nad Labem","Česká pirátská strana","Piráti","opozice",255,6537,3.9
"Moravskoslezský","Frenštát pod Radhoštěm","Česká pirátská strana","Piráti","opozice",181,4916,3.68
"Moravskoslezský","Frýdek-Místek","Česká pirátská strana","Piráti","opozice",1182,28795,4.1
"Liberecký","Frýdlant","Česká pirátská strana","Piráti","opozice",111,6353,1.75
"Moravskoslezský","Frýdlant nad Ostravicí","Česká pirátská strana","Piráti","opozice",282,7081,3.98
"Moravskoslezský","Havířov","Česká pirátská strana","Piráti","opozice",661,19353,3.42
"Vysočina","Havlíčkův Brod","Česká pirátská strana","Piráti","opozice",723,14196,5.09
"Pardubický","Hlinsko","Česká pirátská strana","Piráti","opozice",102,6387,1.6
"Moravskoslezský","Hlučín","Česká pirátská strana","Piráti","opozice",319,11357,2.81
"Jihomoravský","Hodonín","Česká pirátská strana","Piráti","opozice",302,14897,2.03
"Zlínský","Holešov","Česká pirátská strana","Piráti","opozice",175,5722,3.06
"Pardubický","Holice","Česká pirátská strana","Piráti","opozice",160,4632,3.45
"Plzeňský","Horažďovice","Česká pirátská strana","Piráti","opozice",143,3124,4.58
"Plzeňský","Horšovský Týn","Česká pirátská strana","Piráti","opozice",143,3348,4.27
"Královéhradecký","Hořice","Česká pirátská strana","Piráti","opozice",150,5089,2.95
"Středočeský","Hořovice","Česká pirátská strana","Piráti","opozice",248,7715,3.21
"Královéhradecký","Hradec Králové","Česká pirátská strana","Piráti","opozice",2156,40522,5.32
"Vysočina","Humpolec","Česká pirátská strana","Piráti","opozice",231,5011,4.61
"Jihomoravský","Hustopeče","Česká pirátská strana","Piráti","opozice",205,10479,1.96
"Karlovarský","Cheb","Česká pirátská strana","Piráti","opozice",422,10053,4.2
"Ústecký","Chomutov","Česká pirátská strana","Piráti","opozice",411,15030,2.73
"Vysočina","Chotěboř","Česká pirátská strana","Piráti","opozice",210,6388,3.29
"Pardubický","Chrudim","Česká pirátská strana","Piráti","opozice",886,22307,3.97
"Jihomoravský","Ivančice","Česká pirátská strana","Piráti","opozice",149,6380,2.34
"Liberecký","Jablonec nad Nisou","Česká pirátská strana","Piráti","opozice",715,14029,5.1
"Moravskoslezský","Jablunkov","Česká pirátská strana","Piráti","opozice",134,4680,2.86
"Královéhradecký","Jaroměř","Česká pirátská strana","Piráti","opozice",153,4990,3.07
"Královéhradecký","Jičín","Česká pirátská strana","Piráti","opozice",486,12934,3.76
"Vysočina","Jihlava","Česká pirátská strana","Piráti","opozice",1408,28667,4.91
"Liberecký","Jilemnice","Česká pirátská strana","Piráti","opozice",243,6349,3.83
"Jihočeský","Jindřichův Hradec","Česká pirátská strana","Piráti","opozice",370,13241,2.79
"Ústecký","Kadaň","Česká pirátská strana","Piráti","opozice",193,7861,2.46
"Jihočeský","Kaplice","Česká pirátská strana","Piráti","opozice",64,4795,1.33
"Karlovarský","Karlovy Vary","Česká pirátská strana","Piráti","opozice",844,21791,3.87
"Moravskoslezský","Karviná","Česká pirátská strana","Piráti","opozice",413,13034,3.17
"Středočeský","Kladno","Česká pirátská strana","Piráti","opozice",1479,28190,5.25
"Plzeňský","Klatovy","Česká pirátská strana","Piráti","opozice",509,12494,4.07
"Středočeský","Kolín","Česká pirátská strana","Piráti","opozice",563,20750,2.71
"Moravskoslezský","Kopřivnice","Česká pirátská strana","Piráti","opozice",420,10615,3.96
"Královéhradecký","Kostelec nad Orlicí","Česká pirátská strana","Piráti","opozice",226,6264,3.61
"Pardubický","Králíky","Česká pirátská strana","Piráti","opozice",27,2068,1.31
"Plzeňský","Kralovice","Česká pirátská strana","Piráti","opozice",265,6254,4.24
"Středočeský","Kralupy nad Vltavou","Česká pirátská strana","Piráti","opozice",368,7494,4.91
"Karlovarský","Kraslice","Česká pirátská strana","Piráti","opozice",43,3076,1.4
"Moravskoslezský","Kravaře","Česká pirátská strana","Piráti","opozice",156,5794,2.69
"Moravskoslezský","Krnov","Česká pirátská strana","Piráti","opozice",146,6551,2.23
"Zlínský","Kroměříž","Česká pirátská strana","Piráti","opozice",978,18367,5.32
"Jihomoravský","Kuřim","Česká pirátská strana","Piráti","opozice",196,7224,2.71
"Středočeský","Kutná Hora","Česká pirátská strana","Piráti","opozice",377,12894,2.92
"Jihomoravský","Kyjov","Česká pirátská strana","Piráti","opozice",229,15491,1.48
"Pardubický","Lanškroun","Česká pirátská strana","Piráti","opozice",148,5834,2.54
"Liberecký","Liberec","Česká pirátská strana","Piráti","opozice",1708,38413,4.45
"Ústecký","Litoměřice","Česká pirátská strana","Piráti","opozice",744,14526,5.12
"Pardubický","Litomyšl","Česká pirátská strana","Piráti","opozice",191,8056,2.37
"Ústecký","Litvínov","Česká pirátská strana","Piráti","opozice",157,7702,2.04
"Ústecký","Louny","Česká pirátská strana","Piráti","opozice",322,10474,3.07
"Ústecký","Lovosice","Česká pirátská strana","Piráti","opozice",226,6873,3.29
"Zlínský","Luhačovice","Česká pirátská strana","Piráti","opozice",201,5303,3.79
"Středočeský","Lysá nad Labem","Česká pirátská strana","Piráti","opozice",273,6277,4.35
"Karlovarský","Mariánské Lázně","Česká pirátská strana","Piráti","opozice",365,5492,6.65
"Středočeský","Mělník","Česká pirátská strana","Piráti","opozice",339,10216,3.32
"Jihomoravský","Mikulov","Česká pirátská strana","Piráti","opozice",90,4929,1.83
"Jihočeský","Milevsko","Česká pirátská strana","Piráti","opozice",97,5389,1.8
"Středočeský","Mladá Boleslav","Česká pirátská strana","Piráti","opozice",773,25851,2.99
"Středočeský","Mnichovo Hradiště","Česká pirátská strana","Piráti","opozice",160,5026,3.18
"Pardubický","Moravská Třebová","Česká pirátská strana","Piráti","opozice",130,6258,2.08
"Vysočina","Moravské Budějovice","Česká pirátská strana","Piráti","opozice",279,6498,4.29
"Jihomoravský","Moravský Krumlov","Česká pirátská strana","Piráti","opozice",94,6472,1.45
"Ústecký","Most","Česká pirátská strana","Piráti","opozice",291,13966,2.08
"Královéhradecký","Náchod","Česká pirátská strana","Piráti","opozice",558,17212,3.24
"Vysočina","Náměšť nad Oslavou","Česká pirátská strana","Piráti","opozice",120,3649,3.29
"Plzeňský","Nepomuk","Česká pirátská strana","Piráti","opozice",107,3149,3.4
"Středočeský","Neratovice","Česká pirátská strana","Piráti","opozice",241,6893,3.5
"Královéhradecký","Nová Paka","Česká pirátská strana","Piráti","opozice",92,3781,2.43
"Vysočina","Nové Město na Moravě","Česká pirátská strana","Piráti","opozice",281,5694,4.94
"Královéhradecký","Nové Město nad Metují","Česká pirátská strana","Piráti","opozice",157,4399,3.57
"Liberecký","Nový Bor","Česká pirátská strana","Piráti","opozice",155,6598,2.35
"Královéhradecký","Nový Bydžov","Česká pirátská strana","Piráti","opozice",78,4609,1.69
"Moravskoslezský","Nový Jičín","Česká pirátská strana","Piráti","opozice",706,12526,5.64
"Středočeský","Nymburk","Česká pirátská strana","Piráti","opozice",423,10727,3.94
"Plzeňský","Nýřany","Česká pirátská strana","Piráti","opozice",943,13987,6.74
"Moravskoslezský","Odry","Česká pirátská strana","Piráti","opozice",167,3976,4.2
"Moravskoslezský","Opava","Česká pirátská strana","Piráti","opozice",1063,26368,4.03
"Moravskoslezský","Orlová","Česká pirátská strana","Piráti","opozice",226,7708,2.93
"Moravskoslezský","Ostrava","Česká pirátská strana","Piráti","opozice",3482,74563,4.67
"Karlovarský","Ostrov","Česká pirátská strana","Piráti","opozice",237,6684,3.55
"Zlínský","Otrokovice","Česká pirátská strana","Piráti","opozice",483,8319,5.81
"Vysočina","Pacov","Česká pirátská strana","Piráti","opozice",83,2895,2.87
"Pardubický","Pardubice","Česká pirátská strana","Piráti","opozice",1867,32777,5.7
"Vysočina","Pelhřimov","Česká pirátská strana","Piráti","opozice",563,13237,4.25
"Jihočeský","Písek","Česká pirátská strana","Piráti","opozice",531,14460,3.67
"Plzeňský","Plzeň","Česká pirátská strana","Piráti","opozice",3431,46603,7.36
"Ústecký","Podbořany","Česká pirátská strana","Piráti","opozice",104,3726,2.79
"Středočeský","Poděbrady","Česká pirátská strana","Piráti","opozice",355,8743,4.06
"Jihomoravský","Pohořelice","Česká pirátská strana","Piráti","opozice",92,4275,2.15
"Pardubický","Polička","Česká pirátská strana","Piráti","opozice",174,5333,3.26
"Jihočeský","Prachatice","Česká pirátská strana","Piráti","opozice",211,9004,2.34
"Pardubický","Přelouč","Česká pirátská strana","Piráti","opozice",189,6777,2.79
"Plzeňský","Přeštice","Česká pirátská strana","Piráti","opozice",239,6063,3.94
