"KRAJ","ORP","STRANA","ZKRATKA","BLOK","HLASYABS","HLASYOBEC","HLASYPROC"
"Královéhradecký","Nový Bydžov","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",305,4609,6.62
"Olomoucký","Olomouc","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",3296,42309,7.79
"Jihomoravský","Pohořelice","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",165,4275,3.86
"Olomoucký","Prostějov","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",2724,23840,11.43
"Olomoucký","Přerov","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",2005,19529,10.27
"Jihomoravský","Rosice","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",419,7165,5.85
"Královéhradecký","Rychnov nad Kněžnou","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",666,8775,7.59
"Jihomoravský","Slavkov u Brna","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",368,6866,5.36
"Jihomoravský","Šlapanice","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",1101,22246,4.95
"Olomoucký","Šternberk","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",545,5686,9.58
"Olomoucký","Šumperk","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",1581,16842,9.39
"Jihomoravský","Tišnov","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",500,9650,5.18
"Královéhradecký","Trutnov","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",1065,15277,6.97
"Olomoucký","Uničov","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",423,5424,7.8
"Jihomoravský","Veselí nad Moravou","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",573,10005,5.73
"Královéhradecký","Vrchlabí","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",444,6473,6.86
"Jihomoravský","Vyškov","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",976,14083,6.93
"Olomoucký","Zábřeh","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",714,9020,7.92
"Jihomoravský","Znojmo","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",1539,24160,6.37
"Jihomoravský","Židlochovice","SPD, Trikolora, PRO a Svobodní","Svo+SPD+Tri+PRO","koalice",476,9874,4.82
"Vysočina","Bystřice nad Pernštejnem","KDU-ČSL","KDU-ČSL","opozice",584,5396,10.82
"Vysočina","Havlíčkův Brod","KDU-ČSL","KDU-ČSL","opozice",875,14196,6.16
"Vysočina","Humpolec","KDU-ČSL","KDU-ČSL","opozice",287,5011,5.73
"Vysočina","Chotěboř","KDU-ČSL","KDU-ČSL","opozice",465,6388,7.28
"Vysočina","Jihlava","KDU-ČSL","KDU-ČSL","opozice",2266,28667,7.9
"Vysočina","Moravské Budějovice","KDU-ČSL","KDU-ČSL","opozice",616,6498,9.48
"Vysočina","Náměšť nad Oslavou","KDU-ČSL","KDU-ČSL","opozice",236,3649,6.47
"Vysočina","Nové Město na Moravě","KDU-ČSL","KDU-ČSL","opozice",749,5694,13.15
"Vysočina","Pacov","KDU-ČSL","KDU-ČSL","opozice",94,2895,3.25
"Vysočina","Pelhřimov","KDU-ČSL","KDU-ČSL","opozice",744,13237,5.62
"Vysočina","Světlá nad Sázavou","KDU-ČSL","KDU-ČSL","opozice",491,5435,9.03
"Vysočina","Telč","KDU-ČSL","KDU-ČSL","opozice",829,4011,20.67
"Vysočina","Třebíč","KDU-ČSL","KDU-ČSL","opozice",1499,20732,7.23
"Vysočina","Velké Meziříčí","KDU-ČSL","KDU-ČSL","opozice",1544,10139,15.23
"Vysočina","Žďár nad Sázavou","KDU-ČSL","KDU-ČSL","opozice",1259,11552,10.9
"Královéhradecký","Broumov","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",1065,3697,28.81
"Královéhradecký","Dobruška","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",1718,5861,29.31
"Královéhradecký","Dvůr Králové nad Labem","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",1606,6537,24.57
"Královéhradecký","Hořice","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",1193,5089,23.44
"Královéhradecký","Hradec Králové","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",9702,40522,23.94
"Královéhradecký","Jaroměř","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",1048,4990,21
"Královéhradecký","Jičín","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",2887,12934,22.32
"Královéhradecký","Kostelec nad Orlicí","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",1734,6264,27.68
"Královéhradecký","Náchod","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",6163,17212,35.81
"Královéhradecký","Nová Paka","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",575,3781,15.21
"Královéhradecký","Nové Město nad Metují","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",1809,4399,41.12
"Královéhradecký","Nový Bydžov","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",956,4609,20.74
"Královéhradecký","Rychnov nad Kněžnou","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",2659,8775,30.3
"Královéhradecký","Trutnov","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",4474,15277,29.29
"Královéhradecký","Vrchlabí","SILNÍ LÍDŘI pro kraj - ODS, KDU-ČSL a VÝCHODOČEŠI","KDU-ČSL+ODS+VČ","opozice",1456,6473,22.49
"Karlovarský","Aš","Koalice SNK 1 - Starostové našeho kraje a KDU-ČSL","KDU-ČSL+SNK 1","opozice",12,3403,0.35
"Karlovarský","Cheb","Koalice SNK 1 - Starostové našeho kraje a KDU-ČSL","KDU-ČSL+SNK 1","opozice",150,10053,1.49
"Karlovarský","Karlovy Vary","Koalice SNK 1 - Starostové našeho kraje a KDU-ČSL","KDU-ČSL+SNK 1","opozice",755,21791,3.46
"Karlovarský","Kraslice","Koalice SNK 1 - Starostové našeho kraje a KDU-ČSL","KDU-ČSL+SNK 1","opozice",18,3076,0.59
"Karlovarský","Mariánské Lázně","Koalice SNK 1 - Starostové našeho kraje a KDU-ČSL","KDU-ČSL+SNK 1","opozice",124,5492,2.26
"Karlovarský","Ostrov","Koalice SNK 1 - Starostové našeho kraje a KDU-ČSL","KDU-ČSL+SNK 1","opozice",259,6684,3.87
"Karlovarský","Sokolov","Koalice SNK 1 - Starostové našeho kraje a KDU-ČSL","KDU-ČSL+SNK 1","opozice",222,16499,1.35
"Zlínský","Bystřice pod Hostýnem","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",631,4089,15.43
"Zlínský","Holešov","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",727,5722,12.71
"Zlínský","Kroměříž","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",1793,18367,9.76
"Zlínský","Luhačovice","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",913,5303,17.22
"Zlínský","Otrokovice","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",1508,8319,18.13
"Zlínský","Rožnov pod Radhoštěm","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",1675,8633,19.4
"Zlínský","Uherské Hradiště","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",4085,24518,16.66
"Zlínský","Uherský Brod","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",2584,13102,19.72
"Zlínský","Valašské Klobouky","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",1404,5920,23.72
"Zlínský","Valašské Meziříčí","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",2010,10761,18.68
"Zlínský","Vizovice","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",772,4598,16.79
"Zlínský","Vsetín","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",4458,16315,27.32
"Zlínský","Zlín","K21 ZLÍNSKÝ KRAJ 21. STOLETÍ","KDU-ČSL+Z21","opozice",5687,29612,19.21
"Jihomoravský","Blansko","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",5966,15996,37.3
"Jihomoravský","Boskovice","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",5132,14994,34.23
"Jihomoravský","Brno","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",47172,103518,45.57
"Jihomoravský","Břeclav","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",5163,15174,34.03
"Jihomoravský","Bučovice","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",1442,4474,32.23
"Jihomoravský","Hodonín","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",5259,14897,35.3
"Jihomoravský","Hustopeče","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",4010,10479,38.27
"Jihomoravský","Ivančice","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",2075,6380,32.52
"Jihomoravský","Kuřim","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",3152,7224,43.63
"Jihomoravský","Kyjov","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",5194,15491,33.53
"Jihomoravský","Mikulov","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",1607,4929,32.6
"Jihomoravský","Moravský Krumlov","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",1976,6472,30.53
"Jihomoravský","Pohořelice","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",1276,4275,29.85
"Jihomoravský","Rosice","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",2664,7165,37.18
"Jihomoravský","Slavkov u Brna","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",2786,6866,40.58
"Jihomoravský","Šlapanice","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",11738,22246,52.76
"Jihomoravský","Tišnov","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",3941,9650,40.84
"Jihomoravský","Veselí nad Moravou","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",3838,10005,38.36
"Jihomoravský","Vyškov","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",4499,14083,31.95
"Jihomoravský","Znojmo","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",7999,24160,33.11
"Jihomoravský","Židlochovice","SPOLU - ODS, KDU-ČSL, TOP 09","KDU+ODS+TOP 09","opozice",4169,9874,42.22
"Středočeský","Benešov","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",2435,16452,14.8
"Středočeský","Beroun","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",3907,16332,23.92
"Středočeský","Brandýs nad Labem-Stará Boleslav","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",6881,28083,24.5
"Středočeský","Čáslav","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",921,6759,13.63
"Středočeský","Černošice","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",8906,39906,22.32
"Středočeský","Český Brod","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",932,4761,19.58
"Středočeský","Dobříš","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1036,6323,16.38
"Středočeský","Hořovice","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1485,7715,19.25
"Středočeský","Kladno","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",4539,28190,16.1
"Středočeský","Kolín","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",2261,20750,10.9
"Středočeský","Kralupy nad Vltavou","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1266,7494,16.89
"Středočeský","Kutná Hora","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",2064,12894,16.01
"Středočeský","Lysá nad Labem","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1384,6277,22.05
"Středočeský","Mělník","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1767,10216,17.3
"Středočeský","Mladá Boleslav","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",4258,25851,16.47
"Středočeský","Mnichovo Hradiště","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",672,5026,13.37
"Středočeský","Neratovice","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1189,6893,17.25
"Středočeský","Nymburk","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1434,10727,13.37
"Středočeský","Poděbrady","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1551,8743,17.74
"Středočeský","Příbram","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",2864,18529,15.46
"Středočeský","Rakovník","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1967,13673,14.39
"Středočeský","Říčany","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",3505,20197,17.35
"Středočeský","Sedlčany","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",914,5722,15.97
"Středočeský","Slaný","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",1556,9659,16.11
"Středočeský","Vlašim","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",931,7147,13.03
"Středočeský","Votice","SPOLU (ODS + TOP 09 + KDU-ČSL)","KDU+ODS+TOP 09","opozice",402,3174,12.67
"Moravskoslezský","Bílovec","SPOLU MSK","KDU+ODS+TOP 09","opozice",856,6541,13.09
"Moravskoslezský","Bohumín","SPOLU MSK","KDU+ODS+TOP 09","opozice",646,7426,8.7
"Moravskoslezský","Bruntál","SPOLU MSK","KDU+ODS+TOP 09","opozice",505,8174,6.18
"Moravskoslezský","Český Těšín","SPOLU MSK","KDU+ODS+TOP 09","opozice",1282,5560,23.06
"Moravskoslezský","Frenštát pod Radhoštěm","SPOLU MSK","KDU+ODS+TOP 09","opozice",876,4916,17.82
"Moravskoslezský","Frýdek-Místek","SPOLU MSK","KDU+ODS+TOP 09","opozice",4478,28795,15.55
"Moravskoslezský","Frýdlant nad Ostravicí","SPOLU MSK","KDU+ODS+TOP 09","opozice",1007,7081,14.22
"Moravskoslezský","Havířov","SPOLU MSK","KDU+ODS+TOP 09","opozice",2205,19353,11.39
"Moravskoslezský","Hlučín","SPOLU MSK","KDU+ODS+TOP 09","opozice",1895,11357,16.69
"Moravskoslezský","Jablunkov","SPOLU MSK","KDU+ODS+TOP 09","opozice",1083,4680,23.14
"Moravskoslezský","Karviná","SPOLU MSK","KDU+ODS+TOP 09","opozice",905,13034,6.94
"Moravskoslezský","Kopřivnice","SPOLU MSK","KDU+ODS+TOP 09","opozice",1836,10615,17.3
"Moravskoslezský","Kravaře","SPOLU MSK","KDU+ODS+TOP 09","opozice",867,5794,14.96
"Moravskoslezský","Krnov","SPOLU MSK","KDU+ODS+TOP 09","opozice",669,6551,10.21
"Moravskoslezský","Nový Jičín","SPOLU MSK","KDU+ODS+TOP 09","opozice",2380,12526,19
"Moravskoslezský","Odry","SPOLU MSK","KDU+ODS+TOP 09","opozice",701,3976,17.63
"Moravskoslezský","Opava","SPOLU MSK","KDU+ODS+TOP 09","opozice",3926,26368,14.89
"Moravskoslezský","Orlová","SPOLU MSK","KDU+ODS+TOP 09","opozice",516,7708,6.69
"Moravskoslezský","Ostrava","SPOLU MSK","KDU+ODS+TOP 09","opozice",9531,74563,12.78
"Moravskoslezský","Rýmařov","SPOLU MSK","KDU+ODS+TOP 09","opozice",265,3601,7.36
"Moravskoslezský","Třinec","SPOLU MSK","KDU+ODS+TOP 09","opozice",1743,10873,16.03
"Moravskoslezský","Vítkov","SPOLU MSK","KDU+ODS+TOP 09","opozice",574,3392,16.92
"Liberecký","Česká Lípa","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",1109,16809,6.6
"Liberecký","Frýdlant","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",356,6353,5.6
"Liberecký","Jablonec nad Nisou","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",1731,14029,12.34
"Liberecký","Jilemnice","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",808,6349,12.73
"Liberecký","Liberec","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",2684,38413,6.99
"Liberecký","Nový Bor","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",606,6598,9.18
"Liberecký","Semily","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",669,7119,9.4
"Liberecký","Tanvald","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",490,4731,10.36
"Liberecký","Turnov","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",1138,9736,11.69
"Liberecký","Železný Brod","SPOLU pro Liberecký kraj - ODS, TOP 09, KDU-ČSL","KDU+ODS+TOP 09","opozice",346,3426,10.1
"Jihočeský","Blatná","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",120,3774,3.18
"Jihočeský","České Budějovice","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",1880,50390,3.73
"Jihočeský","Český Krumlov","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",459,10721,4.28
"Jihočeský","Dačice","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",471,5474,8.6
"Jihočeský","Jindřichův Hradec","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",305,13241,2.3
"Jihočeský","Kaplice","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",184,4795,3.84
"Jihočeský","Milevsko","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",229,5389,4.25
"Jihočeský","Písek","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",662,14460,4.58
"Jihočeský","Prachatice","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",331,9004,3.68
"Jihočeský","Soběslav","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",236,6781,3.48
"Jihočeský","Strakonice","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",582,12114,4.8
"Jihočeský","Tábor","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",1896,23228,8.16
"Jihočeský","Trhové Sviny","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",215,5939,3.62
"Jihočeský","Třeboň","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",227,6902,3.29
"Jihočeský","Týn nad Vltavou","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",133,4048,3.29
"Jihočeský","Vimperk","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",129,4368,2.95
"Jihočeský","Vodňany","Společně pro jižní Čechy - TOP 09, KDU-ČSL, Tábor 2020","KDU+T2020+TOP","opozice",143,3279,4.36
"Olomoucký","Hranice","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",812,8488,9.57
"Olomoucký","Jeseník","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",849,6981,12.16
"Olomoucký","Konice","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",452,3417,13.23
"Olomoucký","Lipník nad Bečvou","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",442,3769,11.73
"Olomoucký","Litovel","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",1001,6126,16.34
"Olomoucký","Mohelnice","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",290,4563,6.36
"Olomoucký","Olomouc","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",4398,42309,10.39
"Olomoucký","Prostějov","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",2058,23840,8.63
"Olomoucký","Přerov","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",1080,19529,5.53
"Olomoucký","Šternberk","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",532,5686,9.36
"Olomoucký","Šumperk","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",1343,16842,7.97
"Olomoucký","Uničov","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",327,5424,6.03
"Olomoucký","Zábřeh","Spojenci24 s vámi (KDU-ČSL, TOP 09, Strana zelených, Nestraníci)","KDU+Zel+Nes+TOP","opozice",1424,9020,15.79
"Plzeňský","Blovice","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",202,3514,5.75
"Plzeňský","Domažlice","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",903,9747,9.26
"Plzeňský","Horažďovice","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",182,3124,5.83
"Plzeňský","Horšovský Týn","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",269,3348,8.03
"Plzeňský","Klatovy","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",672,12494,5.38
"Plzeňský","Kralovice","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",625,6254,9.99
"Plzeňský","Nepomuk","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",246,3149,7.81
"Plzeňský","Nýřany","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",920,13987,6.58
"Plzeňský","Plzeň","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",3197,46603,6.86
"Plzeňský","Přeštice","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",497,6063,8.2
"Plzeňský","Rokycany","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",672,12664,5.31
"Plzeňský","Stod","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",198,5288,3.74
"Plzeňský","Stříbro","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",188,3881,4.84
"Plzeňský","Sušice","PRO NÁŠ KRAJ – PRO PLZEŇ a KDU-ČSL s podporou Svobodných, agrárníků, starostů a sportovců","KDUČSL+PROPLZEŇ","opozice",265,6204,4.27
