vol_24,ob_24,odob_24,plhl_24,vol_20,ob_20,odob_20,plhl_20,nazev,okres,kraj
410,158,158,156,429,142,142,139,Blatno,Louny,Ústecký kraj
227,92,92,92,205,89,89,87,Blažim,Louny,Ústecký kraj
808,254,254,254,801,238,237,236,Blšany,Louny,Ústecký kraj
264,85,85,84,263,88,88,87,Břvany,Louny,Ústecký kraj
184,76,76,76,162,52,52,51,Deštnice,Louny,Ústecký kraj
520,134,134,134,544,155,155,148,Domoušice,Louny,Ústecký kraj
518,185,185,184,498,171,171,169,Holedeč,Louny,Ústecký kraj
323,114,114,114,344,116,116,116,Hříškov,Louny,Ústecký kraj
477,159,159,157,524,215,213,210,Hřivice,Louny,Ústecký kraj
472,165,165,165,458,165,165,160,Chlumčany,Louny,Ústecký kraj
428,109,109,108,450,122,122,119,Chožov,Louny,Ústecký kraj
517,171,171,170,510,199,199,194,Koštice,Louny,Ústecký kraj
512,155,155,153,531,169,169,164,Krásný Dvůr,Louny,Ústecký kraj
1878,572,572,569,1871,603,603,596,Kryry,Louny,Ústecký kraj
1130,290,290,290,1123,364,363,353,Lenešice,Louny,Ústecký kraj
715,230,230,229,721,228,228,226,Libčeves,Louny,Ústecký kraj
632,246,246,243,609,253,252,249,Liběšice,Louny,Ústecký kraj
278,91,91,91,284,83,83,81,Libořice,Louny,Ústecký kraj
477,177,177,176,460,184,184,182,Lipno,Louny,Ústecký kraj
125,58,58,58,128,47,47,46,Lišany,Louny,Ústecký kraj
1088,406,406,403,1096,334,332,327,Lubenec,Louny,Ústecký kraj
764,210,210,210,804,231,231,228,Měcholupy,Louny,Ústecký kraj
339,115,115,114,320,98,98,98,Nepomyšl,Louny,Ústecký kraj
457,159,159,154,442,140,138,135,Nové Sedlo,Louny,Ústecký kraj
284,93,93,93,303,77,77,76,Očihov,Louny,Ústecký kraj
364,142,142,141,364,160,160,156,Panenský Týnec,Louny,Ústecký kraj
1884,655,654,649,1876,743,738,719,Peruc,Louny,Ústecký kraj
517,171,171,170,540,174,174,174,Petrohrad,Louny,Ústecký kraj
303,115,114,113,302,96,96,96,Pnětluky,Louny,Ústecký kraj
245,127,127,127,244,119,119,118,Počedělice,Louny,Ústecký kraj
134,33,33,32,128,36,36,35,Podbořanský Rohozec,Louny,Ústecký kraj
4886,1367,1366,1353,4993,1293,1290,1271,Podbořany,Louny,Ústecký kraj
3610,801,801,797,3663,1001,996,980,Postoloprty,Louny,Ústecký kraj
208,69,69,69,204,130,130,125,Raná,Louny,Ústecký kraj
460,157,157,156,465,198,197,194,Ročov,Louny,Ústecký kraj
501,186,186,184,460,164,164,159,Slavětín,Louny,Ústecký kraj
347,131,131,130,355,151,151,149,Smolnice,Louny,Ústecký kraj
230,70,70,70,243,80,80,74,Toužetín,Louny,Ústecký kraj
573,198,198,188,570,201,200,197,Tuchořice,Louny,Ústecký kraj
290,68,68,67,281,69,65,64,Velemyšleves,Louny,Ústecký kraj
347,108,108,107,323,84,84,83,Veltěže,Louny,Ústecký kraj
214,78,78,77,218,87,87,80,Vinařice,Louny,Ústecký kraj
174,76,76,76,164,73,73,69,Vrbno nad Lesy,Louny,Ústecký kraj
1510,432,432,429,1510,432,432,425,Vroutek,Louny,Ústecký kraj
386,108,108,107,409,146,146,143,Výškov,Louny,Ústecký kraj
315,140,140,139,305,135,135,135,Zbrašín,Louny,Ústecký kraj
14529,4041,4038,3998,14906,4622,4608,4534,Žatec,Louny,Ústecký kraj
333,102,102,100,339,86,86,84,Žiželice,Louny,Ústecký kraj
111,32,32,32,97,25,25,25,Volevčice,Most,Ústecký kraj
49924,12113,12109,12010,51842,14237,14229,14071,Most,Most,Ústecký kraj
1202,307,307,304,1172,287,287,285,Bečov,Most,Ústecký kraj
182,65,65,64,165,78,78,76,Bělušice,Most,Ústecký kraj
992,276,276,275,970,267,267,264,Braňany,Most,Ústecký kraj
239,85,85,85,220,94,94,94,Brandov,Most,Ústecký kraj
95,49,49,47,81,47,47,46,Český Jiřetín,Most,Ústecký kraj
504,185,185,182,487,153,153,150,Havraň,Most,Ústecký kraj
377,152,152,150,361,141,140,139,Hora Svaté Kateřiny,Most,Ústecký kraj
1761,478,478,474,1766,526,526,518,Horní Jiřetín,Most,Ústecký kraj
154,56,56,56,129,65,65,63,Klíny,Most,Ústecký kraj
219,110,110,109,189,111,111,111,Korozluky,Most,Ústecký kraj
178,60,60,60,180,59,59,59,Lišnice,Most,Ústecký kraj
18385,4736,4730,4695,18956,5524,5524,5476,Litvínov,Most,Ústecký kraj
3017,796,796,788,3001,1148,1148,1132,Lom,Most,Ústecký kraj
610,175,175,174,568,180,180,180,Louka u Litvínova,Most,Ústecký kraj
460,199,199,197,443,197,197,197,Lužice,Most,Ústecký kraj
203,80,80,80,168,63,63,63,Malé Březno,Most,Ústecký kraj
366,102,102,101,366,125,125,121,Mariánské Radčice,Most,Ústecký kraj
3851,1013,1011,999,4001,1287,1252,1233,Meziboří,Most,Ústecký kraj
409,137,136,133,407,144,144,141,Nová Ves v Horách,Most,Ústecký kraj
1662,231,231,230,1648,257,255,249,Obrnice,Most,Ústecký kraj
386,139,139,138,370,169,169,169,Patokryje,Most,Ústecký kraj
188,62,62,62,185,72,72,72,Polerady,Most,Ústecký kraj
236,75,75,75,228,82,82,82,Skršín,Most,Ústecký kraj
425,148,148,148,401,141,141,138,Želenice,Most,Ústecký kraj
114,39,39,38,118,46,46,46,Lukov,Teplice,Ústecký kraj
37606,10067,10031,9889,39187,11326,11324,11224,Teplice,Teplice,Ústecký kraj
11448,2585,2577,2534,11781,2766,2766,2729,Bílina,Teplice,Ústecký kraj
342,126,126,124,339,113,113,113,Bořislav,Teplice,Ústecký kraj
1627,497,494,487,1605,514,514,508,Bystřany,Teplice,Ústecký kraj
765,281,281,280,727,262,262,260,Bžany,Teplice,Ústecký kraj
6351,1632,1632,1607,6224,1852,1852,1836,Dubí,Teplice,Ústecký kraj
6786,1613,1612,1597,6833,1609,1609,1578,Duchcov,Teplice,Ústecký kraj
1057,279,277,274,1025,285,285,284,Háj u Duchcova,Teplice,Ústecký kraj
969,172,171,166,968,210,210,209,Hostomice,Teplice,Ústecký kraj
1596,507,506,501,1632,532,531,529,Hrob,Teplice,Ústecký kraj
951,307,306,304,903,264,264,261,Hrobčice,Teplice,Ústecký kraj
725,184,184,182,730,216,216,216,Jeníkov,Teplice,Ústecký kraj
344,122,121,119,310,106,106,104,Kladruby,Teplice,Ústecký kraj
743,246,246,245,775,253,253,247,Kostomlaty pod Milešovkou,Teplice,Ústecký kraj
2532,764,764,747,2551,654,654,651,Košťany,Teplice,Ústecký kraj
9230,2211,2211,2164,10344,2901,2899,2866,Krupka,Teplice,Ústecký kraj
545,161,161,160,535,149,149,148,Lahošť,Teplice,Ústecký kraj
434,117,117,117,436,84,84,84,Ledvice,Teplice,Ústecký kraj
271,80,80,79,265,67,67,67,Měrunice,Teplice,Ústecký kraj
184,86,86,84,184,94,94,92,Mikulov,Teplice,Ústecký kraj
903,299,299,295,834,297,297,296,Modlany,Teplice,Ústecký kraj
131,61,61,60,129,53,53,53,Moldava,Teplice,Ústecký kraj
1748,461,458,446,1767,527,527,520,Novosedlice,Teplice,Ústecký kraj
580,168,168,165,594,194,194,192,Ohníč,Teplice,Ústecký kraj
3855,980,970,955,3906,1052,1052,1045,Osek,Teplice,Ústecký kraj
2225,778,776,759,2162,839,838,831,Proboštov,Teplice,Ústecký kraj
658,194,194,188,642,174,174,173,Rtyně nad Bílinou,Teplice,Ústecký kraj
382,140,140,138,347,132,132,130,Srbice,Teplice,Ústecký kraj
786,203,201,201,794,229,229,228,Světec,Teplice,Ústecký kraj
746,203,203,202,734,186,186,185,Újezdeček,Teplice,Ústecký kraj
948,289,286,280,956,254,254,254,Zabrušany,Teplice,Ústecký kraj
411,119,119,117,430,146,146,146,Žalany,Teplice,Ústecký kraj
190,67,67,67,160,65,65,65,Žim,Teplice,Ústecký kraj
467,195,195,195,355,180,180,180,Přestanov,Ústí nad Labem,Ústecký kraj
160,70,70,70,160,84,84,84,Ryjice,Ústí nad Labem,Ústecký kraj
412,151,151,149,395,151,151,150,Stebno,Ústí nad Labem,Ústecký kraj
2395,531,531,528,2390,579,579,565,Trmice,Ústí nad Labem,Ústecký kraj
14974,4503,4501,4462,15719,5283,5281,5217,Ústí nad Labem-Severní Terasa,Ústí nad Labem,Ústecký kraj
17394,4109,4106,4059,18007,4461,4457,4393,Ústí nad Labem-Neštěmice,Ústí nad Labem,Ústecký kraj
10888,3462,3462,3441,11153,4363,4357,4287,Ústí nad Labem-Střekov,Ústí nad Labem,Ústecký kraj
26958,8106,8105,8027,27966,10128,10118,10028,Ústí nad Labem-město,Ústí nad Labem,Ústecký kraj
70214,20180,20174,19989,72845,24235,24213,23925,Ústí nad Labem,Ústí nad Labem,Ústecký kraj
698,216,216,214,668,215,215,215,Velké Chvojno,Ústí nad Labem,Ústecký kraj
487,198,198,196,485,207,207,206,Dolní Zálezly,Ústí nad Labem,Ústecký kraj
173,57,57,57,175,55,55,54,Habrovany,Ústí nad Labem,Ústecký kraj
320,129,129,128,297,113,113,113,Homole u Panny,Ústí nad Labem,Ústecký kraj
2021,694,694,690,2011,678,678,667,Chabařovice,Ústí nad Labem,Ústecký kraj
3632,1042,1041,1037,3518,1136,1136,1116,Chlumec,Ústí nad Labem,Ústecký kraj
927,356,356,356,880,386,386,382,Chuderov,Ústí nad Labem,Ústecký kraj
1548,458,458,457,1530,513,513,511,Libouchec,Ústí nad Labem,Ústecký kraj
436,164,164,161,436,151,151,150,Malé Březno,Ústí nad Labem,Ústecký kraj
687,272,272,269,674,259,259,257,Malečov,Ústí nad Labem,Ústecký kraj
633,180,180,178,588,180,180,176,Petrovice,Ústí nad Labem,Ústecký kraj
1857,547,547,544,1839,551,551,547,Povrly,Ústí nad Labem,Ústecký kraj
1184,359,359,353,1145,445,444,443,Řehlovice,Ústí nad Labem,Ústecký kraj
0,0,0,0,110,48,48,48,Tašov,Ústí nad Labem,Ústecký kraj
600,232,232,229,579,243,243,242,Telnice,Ústí nad Labem,Ústecký kraj
802,314,314,310,755,385,385,385,Tisá,Ústí nad Labem,Ústecký kraj
1900,645,645,641,1829,716,716,708,Velké Březno,Ústí nad Labem,Ústecký kraj
194,81,81,80,195,85,85,84,Zubrnice,Ústí nad Labem,Ústecký kraj
142,60,60,60,129,56,56,56,Skalka u Doks,Česká Lípa,Liberecký kraj
73,20,20,20,74,21,21,21,Luka,Česká Lípa,Liberecký kraj
96,33,33,33,100,37,37,37,Ždírec,Česká Lípa,Liberecký kraj
336,114,114,113,337,97,97,95,Pertoltice pod Ralskem,Česká Lípa,Liberecký kraj
199,84,84,82,187,92,92,92,Radvanec,Česká Lípa,Liberecký kraj
368,109,109,109,358,125,125,122,Hamr na Jezeře,Česká Lípa,Liberecký kraj
118,59,59,57,122,56,56,56,Kozly,Česká Lípa,Liberecký kraj
194,70,70,69,189,77,77,75,Kvítkov,Česká Lípa,Liberecký kraj
209,96,96,95,214,81,81,81,Tuhaň,Česká Lípa,Liberecký kraj
121,62,62,62,112,63,63,63,Slunečná,Česká Lípa,Liberecký kraj
226,116,116,114,205,131,131,130,Svojkov,Česká Lípa,Liberecký kraj
175,53,53,53,155,51,51,51,Tachov,Česká Lípa,Liberecký kraj
27644,7374,7373,7312,28908,9083,9081,8931,Česká Lípa,Česká Lípa,Liberecký kraj
300,80,79,79,299,100,100,96,Bezděz,Česká Lípa,Liberecký kraj
104,53,53,53,92,55,55,53,Blatce,Česká Lípa,Liberecký kraj
488,122,122,120,472,106,106,103,Blíževedly,Česká Lípa,Liberecký kraj
185,57,57,57,173,59,59,58,Bohatice,Česká Lípa,Liberecký kraj
1036,391,391,391,1070,317,317,313,Brniště,Česká Lípa,Liberecký kraj
3594,996,996,985,3658,1146,1145,1133,Cvikov,Česká Lípa,Liberecký kraj
4137,1224,1224,1217,4180,1477,1477,1443,Doksy,Česká Lípa,Liberecký kraj
1352,433,433,431,1383,454,452,446,Dubá,Česká Lípa,Liberecký kraj
528,198,198,197,529,214,214,211,Dubnice,Česká Lípa,Liberecký kraj
449,104,104,104,415,139,139,139,Holany,Česká Lípa,Liberecký kraj
669,220,219,217,615,266,266,260,Horní Libchava,Česká Lípa,Liberecký kraj
561,178,178,178,551,221,221,219,Horní Police,Česká Lípa,Liberecký kraj
215,68,68,68,208,72,72,71,Chlum,Česká Lípa,Liberecký kraj
151,62,62,62,135,68,68,68,Chotovice,Česká Lípa,Liberecký kraj
623,173,173,171,615,170,170,167,Jestřebí,Česká Lípa,Liberecký kraj
3052,918,918,910,3145,1030,1028,1012,Kamenický Šenov,Česká Lípa,Liberecký kraj
623,195,195,194,627,224,224,220,Kravaře,Česká Lípa,Liberecký kraj
158,79,79,78,147,98,98,97,Krompach,Česká Lípa,Liberecký kraj
501,170,170,169,490,169,168,164,Kunratice u Cvikova,Česká Lípa,Liberecký kraj
285,104,104,103,272,109,109,108,Mařenice,Česká Lípa,Liberecký kraj
5102,1461,1460,1445,5163,1534,1533,1513,Mimoň,Česká Lípa,Liberecký kraj
260,119,119,116,247,92,92,91,Noviny pod Ralskem,Česká Lípa,Liberecký kraj
9374,2913,2913,2899,9616,3745,3757,3696,Nový Bor,Česká Lípa,Liberecký kraj
634,197,197,195,623,230,229,228,Nový Oldřichov,Česká Lípa,Liberecký kraj
256,114,114,111,257,102,101,101,Okna,Česká Lípa,Liberecký kraj
468,204,204,202,473,250,248,236,Okrouhlá,Česká Lípa,Liberecký kraj
355,112,112,112,328,147,147,142,Polevsko,Česká Lípa,Liberecký kraj
582,206,206,204,594,201,198,193,Provodín,Česká Lípa,Liberecký kraj
383,165,165,165,365,194,194,189,Prysk,Česká Lípa,Liberecký kraj
1631,440,440,428,1558,352,343,338,Ralsko,Česká Lípa,Liberecký kraj
1314,348,348,345,1239,493,493,491,Skalice u České Lípy,Česká Lípa,Liberecký kraj
572,140,140,138,599,209,209,207,Sloup v Čechách,Česká Lípa,Liberecký kraj
561,216,216,216,576,306,305,300,Sosnová,Česká Lípa,Liberecký kraj
2891,754,754,752,2931,790,786,774,Stráž pod Ralskem,Česká Lípa,Liberecký kraj
833,241,241,239,821,271,270,269,Stružnice,Česká Lípa,Liberecký kraj
259,68,68,68,254,81,81,81,Stvolínky,Česká Lípa,Liberecký kraj
538,172,172,172,526,217,217,216,Svor,Česká Lípa,Liberecký kraj
147,51,51,51,136,47,47,46,Velenice,Česká Lípa,Liberecký kraj
161,63,63,63,157,67,67,67,Velký Valtinov,Česká Lípa,Liberecký kraj
564,168,168,168,539,156,156,154,Volfartice,Česká Lípa,Liberecký kraj
92,28,28,28,98,49,49,49,Vrchovany,Česká Lípa,Liberecký kraj
551,165,165,163,547,170,170,167,Zahrádky,Česká Lípa,Liberecký kraj
2332,803,803,793,2273,914,908,900,Zákupy,Česká Lípa,Liberecký kraj
1535,374,374,371,1553,470,470,460,Žandov,Česká Lípa,Liberecký kraj
170,82,82,81,164,103,103,103,Dalešice,Jablonec nad Nisou,Liberecký kraj
373,147,147,143,338,152,152,152,Pulečný,Jablonec nad Nisou,Liberecký kraj
382,133,133,128,410,143,143,143,Jiřetín pod Bukovou,Jablonec nad Nisou,Liberecký kraj
34768,11005,10976,10825,35567,14077,14065,13934,Jablonec nad Nisou,Jablonec nad Nisou,Liberecký kraj
272,84,84,82,282,117,117,116,Albrechtice v Jizerských horách,Jablonec nad Nisou,Liberecký kraj
300,133,133,131,278,164,164,162,Bedřichov,Jablonec nad Nisou,Liberecký kraj
2438,671,670,663,2516,843,843,834,Desná,Jablonec nad Nisou,Liberecký kraj
475,165,165,162,475,190,190,188,Držkov,Jablonec nad Nisou,Liberecký kraj
701,308,308,306,702,365,365,365,Frýdštejn,Jablonec nad Nisou,Liberecký kraj
1072,351,350,345,1101,474,474,467,Janov nad Nisou,Jablonec nad Nisou,Liberecký kraj
942,360,360,356,905,453,453,451,Jenišovice,Jablonec nad Nisou,Liberecký kraj
178,62,61,61,174,65,65,64,Jílové u Držkova,Jablonec nad Nisou,Liberecký kraj
697,229,229,225,732,278,278,276,Josefův Důl,Jablonec nad Nisou,Liberecký kraj
822,314,313,307,825,429,429,427,Koberovy,Jablonec nad Nisou,Liberecký kraj
708,272,272,269,757,331,331,329,Kořenov,Jablonec nad Nisou,Liberecký kraj
209,90,90,90,207,105,105,103,Líšný,Jablonec nad Nisou,Liberecký kraj
182,106,106,105,184,107,107,106,Loužnice,Jablonec nad Nisou,Liberecký kraj
1504,543,541,531,1519,622,622,611,Lučany nad Nisou,Jablonec nad Nisou,Liberecký kraj
977,453,452,447,973,567,567,564,Malá Skála,Jablonec nad Nisou,Liberecký kraj
498,197,192,189,499,237,235,233,Maršovice,Jablonec nad Nisou,Liberecký kraj
693,225,225,221,647,256,256,255,Nová Ves nad Nisou,Jablonec nad Nisou,Liberecký kraj
1580,599,597,593,1546,698,698,693,Pěnčín,Jablonec nad Nisou,Liberecký kraj
823,266,264,262,842,306,306,305,Plavy,Jablonec nad Nisou,Liberecký kraj
136,52,52,52,128,70,70,70,Radčice,Jablonec nad Nisou,Liberecký kraj
744,285,284,279,714,370,370,365,Rádlo,Jablonec nad Nisou,Liberecký kraj
2194,760,759,753,2122,910,908,900,Rychnov u Jablonce nad Nisou,Jablonec nad Nisou,Liberecký kraj
469,197,195,194,460,224,224,219,Skuhrov,Jablonec nad Nisou,Liberecký kraj
2963,893,893,882,2890,1114,1113,1110,Smržovka,Jablonec nad Nisou,Liberecký kraj
4720,1348,1343,1332,4944,1623,1621,1599,Tanvald,Jablonec nad Nisou,Liberecký kraj
2191,558,558,554,2196,701,701,695,Velké Hamry,Jablonec nad Nisou,Liberecký kraj
105,40,39,39,102,62,62,62,Vlastiboř,Jablonec nad Nisou,Liberecký kraj
697,264,264,260,712,310,310,308,Zásada,Jablonec nad Nisou,Liberecký kraj
392,164,164,162,404,207,207,205,Zlatá Olešnice,Jablonec nad Nisou,Liberecký kraj
4680,1579,1578,1563,4814,1982,1982,1957,Železný Brod,Jablonec nad Nisou,Liberecký kraj
1085,408,407,397,1123,579,579,576,Harrachov,Jablonec nad Nisou,Liberecký kraj
273,98,98,98,290,98,98,96,Kunratice,Liberec,Liberecký kraj
759,279,279,272,724,305,305,302,Dlouhý Most,Liberec,Liberecký kraj
499,230,230,229,437,225,225,222,Jeřmanice,Liberec,Liberecký kraj
320,161,161,160,317,170,170,169,Proseč pod Ještědem,Liberec,Liberecký kraj
230,116,116,114,234,121,120,119,Heřmanice,Liberec,Liberecký kraj
1899,732,732,728,1823,900,900,894,Stráž nad Nisou,Liberec,Liberecký kraj
456,161,161,161,437,213,213,212,Čtveřín,Liberec,Liberecký kraj
283,141,141,141,254,129,129,129,Radimovice,Liberec,Liberecký kraj
133,59,59,58,131,86,86,84,Žďárek,Liberec,Liberecký kraj
188,68,68,66,188,93,93,90,Lažany,Liberec,Liberecký kraj
281,124,124,124,270,133,133,132,Paceřice,Liberec,Liberecký kraj
258,103,103,101,253,93,93,92,Černousy,Liberec,Liberecký kraj
751,213,213,213,713,249,247,241,Nová Ves,Liberec,Liberecký kraj
566,184,184,183,559,205,205,202,Dětřichov,Liberec,Liberecký kraj
550,170,170,169,567,184,184,180,Bílý Potok,Liberec,Liberecký kraj
140,59,59,59,133,64,64,64,Janův Důl,Liberec,Liberecký kraj
2881,956,956,951,2909,1018,1015,1000,Jablonné v Podještědí,Liberec,Liberecký kraj
81,51,51,50,85,45,45,45,Janovice v Podještědí,Liberec,Liberecký kraj
6773,2459,2456,2445,6760,3043,3043,3018,Liberec-Vratislavice nad Nisou,Liberec,Liberecký kraj
69339,23964,23945,23747,72609,31429,31420,31156,Liberec (nečleněné město),Liberec,Liberecký kraj
76112,26423,26401,26192,79369,34472,34463,34174,Liberec,Liberec,Liberecký kraj
730,299,299,296,727,330,330,324,Bílá,Liberec,Liberecký kraj
843,355,355,351,821,374,374,370,Bílý Kostel nad Nisou,Liberec,Liberecký kraj
719,281,281,277,729,215,215,214,Bulovka,Liberec,Liberecký kraj
91,39,39,39,85,38,38,37,Cetenov,Liberec,Liberecký kraj
2036,797,797,793,2094,889,889,882,Český Dub,Liberec,Liberecký kraj
460,176,176,176,423,166,166,165,Dolní Řasnice,Liberec,Liberecký kraj
5823,1794,1794,1775,5918,2210,2210,2193,Frýdlant,Liberec,Liberecký kraj
361,139,139,138,367,155,155,155,Habartice,Liberec,Liberecký kraj
2199,776,776,773,2216,944,944,932,Hejnice,Liberec,Liberecký kraj
178,80,80,79,180,78,78,77,Hlavice,Liberec,Liberecký kraj
2260,791,790,785,2292,991,991,985,Hodkovice nad Mohelkou,Liberec,Liberecký kraj
177,56,56,56,189,80,80,79,Horní Řasnice,Liberec,Liberecký kraj
6168,2034,2034,2021,6136,2438,2438,2410,Hrádek nad Nisou,Liberec,Liberecký kraj
814,304,304,302,794,351,351,346,Chotyně,Liberec,Liberecký kraj
4908,1638,1638,1627,4936,1863,1860,1833,Chrastava,Liberec,Liberecký kraj
497,143,143,142,504,167,167,165,Jindřichovice pod Smrkem,Liberec,Liberecký kraj
283,110,110,108,291,125,125,125,Kobyly,Liberec,Liberecký kraj
392,167,167,167,389,175,175,174,Krásný Les,Liberec,Liberecký kraj
316,162,162,161,293,178,178,176,Kryštofovo Údolí,Liberec,Liberecký kraj
668,355,352,336,668,270,270,268,Křižany,Liberec,Liberecký kraj
374,108,107,107,360,146,146,145,Lázně Libverda,Liberec,Liberecký kraj
1332,507,507,507,1267,570,570,566,Mníšek,Liberec,Liberecký kraj
2903,895,895,890,2948,884,884,869,Nové Město pod Smrkem,Liberec,Liberecký kraj
626,250,250,250,584,259,259,258,Oldřichov v Hájích,Liberec,Liberecký kraj
936,298,298,296,951,375,375,368,Osečná,Liberec,Liberecký kraj
565,265,265,262,554,300,300,298,Pěnčín,Liberec,Liberecký kraj
233,109,109,107,230,76,76,74,Pertoltice,Liberec,Liberecký kraj
1017,387,387,382,1007,390,390,384,Příšovice,Liberec,Liberecký kraj
2227,677,677,675,2262,772,772,767,Raspenava,Liberec,Liberecký kraj
673,236,236,235,662,266,266,266,Rynoltice,Liberec,Liberecký kraj
139,67,67,66,126,72,72,70,Soběslavice,Liberec,Liberecký kraj
811,324,324,322,766,383,383,376,Světlá pod Ještědem,Liberec,Liberecký kraj
353,135,135,132,344,186,186,186,Svijanský Újezd,Liberec,Liberecký kraj
247,83,83,81,260,139,139,139,Svijany,Liberec,Liberecký kraj
170,70,70,68,164,81,81,79,Sychrov,Liberec,Liberecký kraj
1084,412,412,409,957,529,529,521,Šimonovice,Liberec,Liberecký kraj
1082,409,409,405,1094,424,424,424,Višňová,Liberec,Liberecký kraj
275,136,136,134,258,150,150,147,Vlastibořice,Liberec,Liberecký kraj
498,168,168,167,487,200,200,198,Všelibice,Liberec,Liberecký kraj
228,80,80,79,231,102,102,100,Zdislava,Liberec,Liberecký kraj
216,85,85,85,215,115,115,115,Paseky nad Jizerou,Semily,Liberecký kraj
164,73,73,70,161,92,92,90,Ktová,Semily,Liberecký kraj
124,32,32,32,125,51,51,51,Loučky,Semily,Liberecký kraj
503,217,217,212,496,252,252,251,Martinice v Krkonoších,Semily,Liberecký kraj
186,89,89,89,185,93,93,93,Horka u Staré Paky,Semily,Liberecký kraj
6444,2166,2159,2130,6753,2685,2680,2657,Semily,Semily,Liberecký kraj
216,90,90,88,222,108,108,108,Bělá,Semily,Liberecký kraj
901,348,348,346,897,491,491,486,Benecko,Semily,Liberecký kraj
693,237,237,235,687,325,325,323,Benešov u Semil,Semily,Liberecký kraj
468,203,203,202,467,241,241,241,Bozkov,Semily,Liberecký kraj
181,71,71,70,190,73,73,72,Bradlecká Lhota,Semily,Liberecký kraj
169,76,76,76,169,82,82,82,Bukovina u Čisté,Semily,Liberecký kraj
96,47,47,47,94,49,49,49,Bystrá nad Jizerou,Semily,Liberecký kraj
454,142,142,142,448,170,170,168,Čistá u Horek,Semily,Liberecký kraj
509,192,191,189,519,236,236,235,Háje nad Jizerou,Semily,Liberecký kraj
82,40,40,40,74,30,30,30,Holenice,Semily,Liberecký kraj
1492,545,545,533,1499,650,650,647,Horní Branná,Semily,Liberecký kraj
505,167,167,165,499,220,220,218,Hrubá Skála,Semily,Liberecký kraj
786,313,313,308,790,332,332,329,Chuchelna,Semily,Liberecký kraj
1316,432,430,414,1386,478,478,475,Jablonec nad Jizerou,Semily,Liberecký kraj
413,155,155,154,396,192,192,189,Jesenný,Semily,Liberecký kraj
212,77,77,77,211,104,104,102,Jestřabí v Krkonoších,Semily,Liberecký kraj
4282,1583,1580,1557,4377,2027,2027,2011,Jilemnice,Semily,Liberecký kraj
171,75,75,75,151,103,103,103,Kacanovy,Semily,Liberecký kraj
665,259,257,253,635,327,327,326,Karlovice,Semily,Liberecký kraj
160,90,90,84,158,102,102,102,Klokočí,Semily,Liberecký kraj
1313,419,417,414,1307,523,523,518,Košťálov,Semily,Liberecký kraj
408,158,158,156,392,216,216,215,Kruh,Semily,Liberecký kraj
0,0,0,0,772,358,358,357,Libštát,Semily,Liberecký kraj
4375,1505,1503,1489,4417,1981,1981,1961,Lomnice nad Popelkou,Semily,Liberecký kraj
1376,520,520,513,1360,653,653,650,Mírová pod Kozákovem,Semily,Liberecký kraj
332,149,149,149,345,200,200,200,Modřišice,Semily,Liberecký kraj
466,185,183,180,462,214,214,213,Mříčná,Semily,Liberecký kraj
533,183,183,180,512,223,223,221,Nová Ves nad Popelkou,Semily,Liberecký kraj
908,332,332,330,918,441,440,436,Ohrazenice,Semily,Liberecký kraj
166,96,96,95,161,83,83,83,Olešnice,Semily,Liberecký kraj
279,100,100,99,294,113,113,113,Levínská Olešnice,Semily,Liberecký kraj
211,73,73,73,206,101,101,101,Peřimov,Semily,Liberecký kraj
882,274,274,270,922,338,338,337,Poniklá,Semily,Liberecký kraj
753,320,320,318,735,423,423,420,Přepeře,Semily,Liberecký kraj
196,101,100,100,207,106,106,106,Příkrý,Semily,Liberecký kraj
354,153,153,151,355,168,168,164,Radostná pod Kozákovem,Semily,Liberecký kraj
83,40,40,38,74,43,43,42,Rakousy,Semily,Liberecký kraj
2083,700,700,694,2195,912,912,909,Rokytnice nad Jizerou,Semily,Liberecký kraj
222,119,119,118,213,109,109,109,Roprachtice,Semily,Liberecký kraj
0,0,0,0,1035,383,383,381,Rovensko pod Troskami,Semily,Liberecký kraj
87,48,48,48,84,44,44,42,Roztoky u Semil,Semily,Liberecký kraj
815,335,333,318,809,402,402,399,Roztoky u Jilemnice,Semily,Liberecký kraj
535,176,176,175,533,229,229,225,Slaná,Semily,Liberecký kraj
560,213,209,203,567,259,259,257,Stružinec,Semily,Liberecký kraj
1442,639,638,634,1441,758,758,756,Studenec,Semily,Liberecký kraj
150,63,63,62,143,68,68,66,Svojek,Semily,Liberecký kraj
193,77,77,75,184,98,98,98,Syřenov,Semily,Liberecký kraj
467,180,180,179,467,249,249,244,Tatobity,Semily,Liberecký kraj
74,39,39,39,84,44,44,44,Troskovice,Semily,Liberecký kraj
10366,3700,3695,3641,11425,5262,5259,5217,Turnov,Semily,Liberecký kraj
185,82,82,82,183,91,91,91,Veselá,Semily,Liberecký kraj
698,240,237,236,750,326,326,324,Víchová nad Jizerou,Semily,Liberecký kraj
298,97,97,96,293,133,133,133,Vítkovice,Semily,Liberecký kraj
473,186,186,184,483,224,224,223,Všeň,Semily,Liberecký kraj
336,147,147,144,341,210,210,209,Vyskeř,Semily,Liberecký kraj
1032,406,406,400,1050,520,520,508,Vysoké nad Jizerou,Semily,Liberecký kraj
407,144,144,143,408,182,182,182,Záhoří,Semily,Liberecký kraj
141,47,47,45,142,67,67,66,Žernov,Semily,Liberecký kraj
